brand,category,date,directions_strategic_measures_brand_distinction_index,directions_strategic_measures_brand_essence_index,directions_strategic_measures_brand_interest_index,directions_strategic_measures_brand_love_index,directions_strategic_measures_brand_loyalty_index,directions_strategic_measures_purchase_interest_index,directions_strategic_measures_purchase_projection_index,directions_brand_attributes_always_seems_to_be_doing_something_new_mean,directions_brand_affinity_brand_affinity_mean,"directions_mean_brand_is_doing_the_right_thing_for_the_planet,_people_and_pets",directions_brand_attributes_controls_litter_box_odor_better_than_other_brands_mean,directions_brand_attributes_costs_more_than_i_am_prepared_to_pay_mean_inverse,directions_brand_attributes_creates_a_minimal_amount_of_dust_when_used_mean,directions_brand_attributes_creates_excitement_and_eagerness_at_mealtime_mean,directions_brand_attributes_creates_playful_moments_with_my_cat_mean,directions_brand_attributes_does_not_stick_to_cats_paws_and_get_tracked_around_my_home_mean,directions_brand_attributes_gets_my_dog_most_excited_mean,directions_brand_attributes_has_a_taste_my_cat_enjoys_mean,directions_brand_attributes_has_a_taste_my_dog_enjoys_mean,directions_brand_attributes_has_an_appealing_appearance_mean,directions_brand_attributes_has_an_appealing_package_mean,directions_brand_attributes_has_craveable_treats_that_my_cat_comes_running_for_mean,directions_brand_attributes_has_the_most_satisfying_and_hearty_dog_treats_mean,directions_brand_attributes_has_treats_i_could_feed_my_dog_everyday_mean,directions_brand_attributes_has_treats_that_contain_wholesome_ingredients_mean,directions_brand_attributes_has_treats_that_have_an_appealing_package_mean,directions_mean_has_treats_that_i_could_feed_my_cat_as_a_reward,directions_mean_has_treats_that_motivate_my_dog_to_do_what_i_need_them_to_do,directions_mean_helps_keep_my_dog_occupied/distracted,directions_brand_attributes_helps_me_connect_with_my_dog_mean,directions_mean_helps_prevent_future_health_problems_for_my_cat,directions_mean_helps_prevent_future_health_problems_for_my_dog,directions_brand_attributes_is_a_brand_i_do_not_trust_to_feed_to_my_pet_mean_inverse,directions_brand_attributes_is_a_brand_i_do_not_trust_to_perform_well_mean_inverse,directions_brand_attributes_is_a_brand_i_trust_more_than_others_mean,directions_brand_attributes_is_a_brand_i_would_pay_more_for_mean,directions_brand_attributes_is_a_brand_that_delivers_on_their_promises_mean,directions_brand_attributes_is_a_brand_that_is_gaining_in_popularity_mean,directions_brand_attributes_is_a_brand_that_is_nutritionally_complete_mean,directions_brand_attributes_is_a_very_good_value_for_the_money_mean,directions_brand_attributes_is_available_in_different_forms_for_different_occasions_mean,directions_brand_attributes_is_available_in_the_size_im_looking_for_mean,directions_mean_is_designed_to_meet_my_catÃ¢â‚¬â„¢s_unique_health_needs,directions_mean_is_designed_to_meet_my_dogÃ¢â‚¬â„¢s_health_needs,directions_brand_attributes_is_easy_to_find_and_buy_mean,directions_brand_attributes_is_made_of_ingredients_that_are_safe_for_my_home_and_the_environment_mean,directions_brand_attributes_is_often_available_on_promotion_or_deal_mean,directions_brand_attributes_is_recommended_by_experts_i_trust_mean,directions_brand_attributes_is_something_im_confident_my_dog_will_eat_mean,directions_brand_attributes_is_too_cheap_to_be_of_acceptable_quality_mean_inverse,directions_brand_attributes_is_well_tolerated_by_my_cat_not_causing_digestive_issues_or_adverse_reactions_mean,directions_brand_attributes_makes_it_easy_for_me_to_clean_my_cats_litter_box_mean,directions_brand_attributes_offers_a_flavors_that_appeals_to_my_dogs_taste_mean,directions_brand_attributes_offers_litters_that_are_healthier_for_my_cat_mean,directions_brand_attributes_offers_products_that_contain_real_natural_ingredients_mean,directions_brand_attributes_offers_the_best_lightweight_litters_mean,directions_brand_attributes_provides_all_the_variety_my_cat_wants_mean,directions_brand_attributes_provides_better_nutrition_than_other_brands_mean,directions_brand_attributes_stays_current_with_the_latest_research_in_pet_nutrition_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_cat_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_dog_mean,directions_brand_attributes_uses_higher_quality_ingredients_than_other_brands_mean,directions_brand_consideration_a_brand_i_would_not_consider_buying_net,directions_brand_personality_authentic_net,directions_future_purchase_intent_definitely_would_buy_net,directions_future_purchase_intent_definitely_would_not_buy_net,directions_brand_connection_dislike_net,directions_brand_personality_distinctive_net,directions_brand_trust_dont_trust_brand_at_all_net,directions_brand_trust_dont_trust_brand_very_much_net,directions_brand_personality_dynamic_net,directions_brand_personality_friendly_net,directions_brand_personality_fun_net,directions_brand_connection_hate_net,directions_brand_personality_innovative_net,directions_brand_personality_intelligent_net,directions_positive_brand_connection,directions_positive_brand_connection.1,directions_funnel_metrics_awareness_net_mentions,directions_awareness_total_awareness_net_mentions,directions_awareness_unaided_awareness_net_mentions,directions_future_purchase_intent_might_or_might_not_buy_net,directions_positive_brand_connection.2,directions_brand_consideration_one_of_many_brands_i_would_consider_buying_net,directions_future_purchase_intent_probably_would_buy_net,directions_future_purchase_intent_probably_would_not_buy_net,directions_brand_personality_rugged_net,directions_brand_personality_sophisticated_net,directions_brand_consideration_the_only_brand_i_would_consider_buying_net,directions_positive_brand_trust,directions_positive_brand_trust.1,directions_positive_brand_trust.2,directions_brand_personality_unique_net,directions_brand_attributes_always_seems_to_be_doing_something_new_rank_1st,"directions_rank_1st_brand_is_doing_the_right_thing_for_the_planet,_people_and_pets",directions_brand_attributes_controls_litter_box_odor_better_than_other_brands_rank_1st,directions_brand_attributes_costs_more_than_i_am_prepared_to_pay_rank_1st_inverse,directions_brand_attributes_creates_a_minimal_amount_of_dust_when_used_rank_1st,directions_brand_attributes_creates_excitement_and_eagerness_at_mealtime_rank_1st,directions_brand_attributes_creates_playful_moments_with_my_cat_rank_1st,directions_brand_attributes_does_not_stick_to_cats_paws_and_get_tracked_around_my_home_rank_1st,directions_brand_attributes_gets_my_dog_most_excited_rank_1st,directions_brand_attributes_has_a_taste_my_cat_enjoys_rank_1st,directions_brand_attributes_has_a_taste_my_dog_enjoys_rank_1st,directions_brand_attributes_has_an_appealing_appearance_rank_1st,directions_brand_attributes_has_an_appealing_package_rank_1st,directions_brand_attributes_has_craveable_treats_that_my_cat_comes_running_for_rank_1st,directions_brand_attributes_has_the_most_satisfying_and_hearty_dog_treats_rank_1st,directions_brand_attributes_has_treats_i_could_feed_my_dog_everyday_rank_1st,directions_brand_attributes_has_treats_that_contain_wholesome_ingredients_rank_1st,directions_brand_attributes_has_treats_that_have_an_appealing_package_rank_1st,directions_rank_1st_has_treats_that_i_could_feed_my_cat_as_a_reward,directions_rank_1st_has_treats_that_motivate_my_dog_to_do_what_i_need_them_to_do,directions_rank_1st_helps_keep_my_dog_occupied/distracted,directions_brand_attributes_helps_me_connect_with_my_dog_rank_1st,directions_rank_1st_helps_prevent_future_health_problems_for_my_cat,directions_rank_1st_helps_prevent_future_health_problems_for_my_dog,directions_brand_attributes_is_a_brand_i_do_not_trust_to_feed_to_my_pet_rank_1st_inverse,directions_brand_attributes_is_a_brand_i_do_not_trust_to_perform_well_rank_1st_inverse,directions_brand_attributes_is_a_brand_i_trust_more_than_others_rank_1st,directions_brand_attributes_is_a_brand_i_would_pay_more_for_rank_1st,directions_brand_attributes_is_a_brand_that_delivers_on_their_promises_rank_1st,directions_brand_attributes_is_a_brand_that_is_gaining_in_popularity_rank_1st,directions_brand_attributes_is_a_brand_that_is_nutritionally_complete_rank_1st,directions_brand_attributes_is_a_very_good_value_for_the_money_rank_1st,directions_brand_attributes_is_available_in_different_forms_for_different_occasions_rank_1st,directions_brand_attributes_is_available_in_the_size_im_looking_for_rank_1st,directions_rank_1st_is_designed_to_meet_my_catÃ¢â‚¬â„¢s_unique_health_needs,directions_brand_attributes_is_designed_to_meet_my_dogs_health_needs_rank_1st,directions_brand_attributes_is_easy_to_find_and_buy_rank_1st,directions_brand_attributes_is_made_of_ingredients_that_are_safe_for_my_home_and_the_environment_rank_1st,directions_brand_attributes_is_often_available_on_promotion_or_deal_rank_1st,directions_brand_attributes_is_recommended_by_experts_i_trust_rank_1st,directions_brand_attributes_is_something_im_confident_my_dog_will_eat_rank_1st,directions_brand_attributes_is_too_cheap_to_be_of_acceptable_quality_rank_1st_inverse,directions_brand_attributes_is_well_tolerated_by_my_cat_not_causing_digestive_issues_or_adverse_reactions_rank_1st,directions_brand_attributes_makes_it_easy_for_me_to_clean_my_cats_litter_box_rank_1st,directions_brand_attributes_offers_a_flavors_that_appeals_to_my_dogs_taste_rank_1st,directions_brand_attributes_offers_litters_that_are_healthier_for_my_cat_rank_1st,directions_brand_attributes_offers_products_that_contain_real_natural_ingredients_rank_1st,directions_brand_attributes_offers_the_best_lightweight_litters_rank_1st,directions_brand_attributes_provides_all_the_variety_my_cat_wants_rank_1st,directions_brand_attributes_provides_better_nutrition_than_other_brands_rank_1st,directions_brand_attributes_stays_current_with_the_latest_research_in_pet_nutrition_rank_1st,directions_brand_attributes_understands_the_relationship_between_me_and_my_cat_rank_1st,directions_brand_attributes_understands_the_relationship_between_me_and_my_dog_rank_1st,directions_brand_attributes_uses_higher_quality_ingredients_than_other_brands_rank_1st,directions_brand_trust_buyers_t2b,directions_brand_trust_nonbuyers_t2b,directions_funnel_metrics_advocacy_t2b_buyers,directions_funnel_metrics_loyalty_t2b_buyers,directions_funnel_metrics_purchased_or_used_t2b_buyers,directions_funnel_metrics_consider_t2b,neilsen_panel_%_2+_time_buyers,neilsen_panel_%_loyalty_pound_basis_product,neilsen_panel_%_loyalty_units_multi/bulk_density_product,neilsen_panel_%_loyalty_value_product,neilsen_panel_%_pound_basis_on_deal,neilsen_panel_buyers,neilsen_panel_days_btwn_purchases_annualized_2+_time_buyers,neilsen_panel_occasions,neilsen_panel_occasions_per_buyer,neilsen_panel_penetration,neilsen_panel_pound_basis,neilsen_panel_pound_basis_per_buyer,neilsen_panel_pound_basis_per_occasion,neilsen_panel_raw_buyers,neilsen_panel_raw_occasions,neilsen_panel_share_of_buyers_product,neilsen_panel_share_of_pound_basis_product,neilsen_panel_share_of_units_multi/bulk_density_product,neilsen_panel_share_of_value_product,neilsen_panel_units_multi/bulk_density,neilsen_panel_value,neilsen_panel_value_per_buyer,neilsen_panel_value_per_occasion,oca_complaints,oca_complaints_percentage,oca_inquiries,oca_inquiries_percentage,oca_invalid_root_cause,oca_invalid_root_cause_percentage,oca_lvl2_complaint_e_commerce,oca_lvl2_complaint_health_concern,oca_lvl2_complaint_infestation,oca_lvl2_complaint_miscellaneous,oca_lvl2_complaint_package_design_construction,oca_lvl2_complaint_package_quality,oca_lvl2_complaint_product_formulation,oca_lvl2_complaint_product_location_not_available,oca_lvl2_complaint_product_quality,oca_lvl2_complaint_promotion_advertising,oca_lvl2_complaint_purina_for_professionals,oca_lvl2_complaint_value_pricing_size,oca_lvl2_complaint_vendor_issues,oca_lvl2_complaint_website,oca_lvl2_inquiry_e_commerce,oca_lvl2_inquiry_health_concern,oca_lvl2_inquiry_miscellaneous,oca_lvl2_inquiry_package_design_construction,oca_lvl2_inquiry_pet_care_nutrition,oca_lvl2_inquiry_product_availability_distribution,oca_lvl2_inquiry_product_formulation,oca_lvl2_inquiry_promotion_advertising,oca_lvl2_inquiry_value_pricing_size,oca_lvl2_inquiry_website,oca_lvl2_invalid_root_cause,oca_lvl2_praise_miscellaneous,oca_lvl2_praise_package,oca_lvl2_praise_prodcut_formulation,oca_lvl2_praise_promotion,oca_lvl2_praise_website,oca_lvl2_unknown_root_cause,oca_praise,oca_praise_percentage,oca_unknown_root_cause,oca_unknown_root_cause_percentage,ratings_reviews_1_star_ratings,ratings_reviews_2_star_ratings,ratings_reviews_positive_ratings_percentage,ratings_reviews_positive_ratings_percentage.1,ratings_reviews_positive_ratings_percentage.2,ratings_reviews_good_experience_percentage,ratings_reviews_count_health_benefits,ratings_reviews_count_ingredients,ratings_reviews_count_litter_performance,ratings_reviews_count_null,ratings_reviews_count_others,ratings_reviews_count_pet_enjoyment,ratings_reviews_count_simplify,ratings_reviews_count_value_for_the_money,ratings_reviews_good_experience_percentage.1,ratings_reviews_review_rating_average,ratings_reviews_review_rating_median,ratings_reviews_review_rating_mode,ratings_reviews_review_sentiment_score_average,ratings_reviews_review_sentiment_score_bad_experiences,ratings_reviews_review_sentiment_score_health_benefits,ratings_reviews_review_sentiment_score_ingredients,ratings_reviews_review_sentiment_score_litter_performance,ratings_reviews_review_sentiment_score_null,ratings_reviews_review_sentiment_score_others,ratings_reviews_review_sentiment_score_pet_enjoyment,ratings_reviews_review_sentiment_score_simplify,ratings_reviews_review_sentiment_score_value_for_the_money,search_actual_keyword_alias_count,search_actual_keyword_count,search_searchvolume_share,search_total_keyword_alias_count,search_total_keyword_count,social_negative_sentiment,social_neutral_sentiment,social_percent_negative,social_percent_positive_neutral,social_percent_positive_neutral.1,social_positive_sentiment,social_share_of_negative_sentiment,social_share_of_neutral_sentiment,social_share_of_positive_sentiment,social_share_of_total_buzz_post,social_social_mentions,social_total_buzz_post,month_h,year_h,Market_Description,C_VENDOR_EXPANDED,brand_rt,category_rt,Week_Ending,total_sales_rt,equalized_volume_rt,total_units_rt,year_rt,month_rt,rms_acv_selling_rt,average_price_rt,market_share
BEGGIN',DOG FOOD,07-01-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103,0.009090909,0.936363636,0.054545455,6,0.571428571,0.831114339,0.651465798,0.815539739,110,110,1,2017,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,14-01-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,351,0.034391534,0.928571429,0.037037037,14,13.26530612,2.889126677,1.333333333,2.843174126,378,378,1,2017,,,,,,,,,,,,,
BLUE BUFFALO,CAT FOOD,04-02-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,353,0.017326733,0.873762376,0.108910891,44,10.44776119,2.687476209,3.90070922,2.819457045,404,404,2,2017,,,,,,,,,,,,,
BEGGIN',DOG FOOD,04-03-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,0,0.967479675,0.032520325,4,0,1.05049435,0.383877159,0.98478783,123,123,3,2017,,,,,,,,,,,,,
BEGGIN',DOG FOOD,25-03-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,0,0.966666667,0.033333333,3,0,0.610569163,0.117462803,0.513992005,90,90,3,2017,,,,,,,,,,,,,
BEGGIN',DOG FOOD,01-04-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,0,0.930555556,0.069444444,5,0,0.450935523,0.201045436,0.412536527,72,72,4,2017,,,,,,,,,,,,,
BLUE BUFFALO,CAT FOOD,06-05-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,496,0.01236476,0.766615147,0.221020093,143,7.207207207,4.077941297,12.43478261,4.820444047,647,647,5,2017,,,,,,,,,,,,,
BEGGIN',DOG FOOD,24-06-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,0.032786885,0.868852459,0.098360656,6,0.711743772,0.317042532,0.297914598,0.324468085,61,61,6,2017,,,,,,,,,,,,,
BEGGIN',DOG FOOD,26-08-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,0.023255814,0.953488372,0.023255814,2,2.631578947,0.632569621,0.074962519,0.548224645,86,86,8,2017,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,28-10-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,357,0.010075567,0.899244332,0.090680101,36,4.395604396,3.066746843,0.827966881,2.469980713,397,397,10,2017,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,04-11-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,331,0.084745763,0.801452785,0.113801453,47,13.7254902,2.364454604,1.425106125,2.354081167,413,413,11,2017,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,11-11-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,514,0.013961606,0.897033159,0.089005236,51,4.678362573,3.942927278,1.266451453,3.326560232,573,573,11,2017,,,,,,,,,,,,,
BLUE BUFFALO,CAT FOOD,18-11-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,425,0.016949153,0.900423729,0.082627119,39,5.263157895,3.444642568,0.973782772,2.862340813,472,472,11,2017,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,25-11-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,324,0.021621622,0.875675676,0.102702703,38,3.587443946,1.547130169,0.83959346,1.440866077,370,370,11,2017,,,,,,,,,,,,,
BLUE BUFFALO,CAT FOOD,02-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,412,0.006896552,0.947126437,0.045977011,20,2.307692308,3.332794046,0.485672657,2.621429432,435,435,12,2017,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,02-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,412,0.006896552,0.947126437,0.045977011,20,2.307692308,3.332794046,0.485672657,2.621429432,435,435,12,2017,,,,,,,,,,,,,
BLUE BUFFALO,CAT FOOD,30-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,406,0.009302326,0.944186047,0.046511628,20,2.547770701,3.714547118,0.73046019,3.111883051,430,430,12,2017,,,,,,,,,,,,,
BLUE BUFFALO,CAT FOOD,13-01-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,215,0.015686275,0.843137255,0.141176471,36,4.255319149,1.81266335,1.678321678,1.802824899,255,254,1,2018,,,,,,,,,,,,,
BLUE BUFFALO,DOG FOOD,13-01-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,215,0.015686275,0.843137255,0.141176471,36,4.255319149,1.81266335,1.678321678,1.802824899,255,254,1,2018,,,,,,,,,,,,,
